ID,Marital Status,Gender,Yearly Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,BikeBuyer,Latitude,Longitude,City,Zip Code,Country
16295,Single,Male,30000,2,Partial College,Clerical,Yes,2,0-1 Miles,Europe,42,No,-75.1261,-73.24106,Garbsen,63748,Germany
16294,Married,Male,40000,0,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,42,No,-64.3928,121.93701,Worksop,ZR0 3BC,United Kingdom
16293,Married,Male,40000,0,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,42,No,81.9919,-11.9828,Abingdon,Y4I 9LF,United Kingdom
16292,Married,Female,40000,0,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,42,No,68.80864,114.61559,Speyer,51092,Germany
16287,Married,Female,40000,0,Bachelors,Professional,Yes,0,0-1 Miles,Europe,40,Yes,87.16946,-141.37235,Le Puy-en-Velay,90511,France
16285,Married,Female,40000,0,Bachelors,Professional,No,0,0-1 Miles,Europe,40,No,-71.66263,130.55028,Brive-la-Gaillarde,17902,France
16284,Single,Male,20000,3,High School,Manual,Yes,2,0-1 Miles,Europe,43,No,-36.13297,47.51576,Belfort,95505,France
16283,Single,Male,20000,3,High School,Manual,Yes,2,0-1 Miles,Europe,43,No,-30.12327,-30.78308,Abbeville,78748,France
16282,Single,Female,20000,3,High School,Manual,Yes,2,0-1 Miles,Europe,43,No,-36.36318,143.41028,Pirna,15300,Germany
16281,Single,Male,10000,2,Partial High School,Manual,Yes,2,0-1 Miles,Europe,43,No,26.36378,103.0713,Vichy,93004,France
16280,Single,Male,10000,2,Partial High School,Manual,Yes,2,0-1 Miles,Europe,43,No,8.27077,-151.59345,Castle Douglas,O72 1PE,United Kingdom
16279,Single,Female,10000,2,Partial High School,Manual,Yes,2,0-1 Miles,Europe,43,No,89.27496,-127.67725,Newton Stewart,LW6O 9GK,United Kingdom
16276,Single,Female,20000,3,High School,Manual,Yes,0,0-1 Miles,Europe,42,No,-68.74762,-122.41982,Taunton,N26 9FL,United Kingdom
16275,Married,Female,20000,2,High School,Manual,No,2,0-1 Miles,Europe,42,Yes,-14.28468,-83.0796,Quickborn,37858,Germany
16274,Married,Male,10000,2,Partial High School,Manual,No,1,0-1 Miles,Europe,42,No,12.66547,169.99992,Seevetal,12961,Germany
16266,Married,Female,30000,1,Bachelors,Skilled Manual,Yes,1,2-5 Miles,Europe,40,No,-0.21682,37.25337,Prenzlau,45244,Germany
16265,Married,Female,30000,1,Bachelors,Clerical,Yes,1,2-5 Miles,Europe,40,No,70.21297,-102.85254,Carcassonne,67456,France
16264,Married,Female,10000,0,High School,Manual,No,2,0-1 Miles,Europe,78,No,-32.03112,-111.20943,Wolverhampton,G4 8HG,United Kingdom
16258,Single,Female,30000,1,Bachelors,Clerical,No,0,1-2 Miles,Europe,39,No,-14.43925,-124.59183,Berlin,24634,Germany
16257,Married,Female,20000,1,High School,Manual,Yes,1,2-5 Miles,Europe,39,No,7.14149,-44.06554,Valenciennes,68331,France
16256,Married,Male,20000,1,Partial College,Manual,Yes,1,2-5 Miles,Europe,39,No,-11.92156,19.05669,Goslar,84201,Germany
16255,Single,Female,20000,1,Partial College,Manual,No,1,0-1 Miles,Europe,39,No,25.53194,-110.0725,Hamburg,60488,Germany
16254,Single,Female,20000,1,Partial College,Manual,No,1,2-5 Miles,Europe,39,No,-45.44002,129.02559,Caen,27964,France
16251,Single,Female,10000,3,High School,Manual,Yes,0,0-1 Miles,Europe,39,No,3.4156,130.87352,Châlons-en-Champagne,18902,France
16209,Single,Female,50000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,Europe,36,No,-23.95778,-1.65442,Mulhouse,91897,France
16208,Single,Female,40000,2,Partial College,Clerical,Yes,1,0-1 Miles,Europe,35,No,12.71037,-120.49493,Bremen,20825,Germany
16202,Single,Male,30000,0,High School,Manual,No,1,2-5 Miles,Europe,35,No,80.79897,-38.43963,Aberystwyth,CA0R 3PI,United Kingdom
16200,Single,Female,10000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,35,No,-31.30751,93.38433,Langenhagen,82496,Germany
16198,Single,Male,30000,0,High School,Manual,Yes,1,2-5 Miles,Europe,34,No,0.04129,128.75377,Durham,BY0 4LA,United Kingdom
16195,Married,Female,30000,0,High School,Manual,No,1,1-2 Miles,Europe,33,No,-54.73571,-165.3049,Montgomery,CQ2W 5HC,United Kingdom
16194,Single,Female,30000,0,High School,Manual,No,1,2-5 Miles,Europe,33,No,59.3042,-162.7909,Dresden,9398,Germany
16193,Single,Male,30000,0,High School,Manual,No,1,1-2 Miles,Europe,28,No,57.17255,-104.86173,K?nigs Wusterhausen,33518,Germany
16191,Single,Female,30000,0,High School,Manual,Yes,1,2-5 Miles,Europe,28,No,17.58605,-169.5641,Eisenh?ttenstadt,65749,Germany
16190,Single,Male,30000,0,Partial College,Clerical,No,1,2-5 Miles,Europe,27,No,87.15369,-24.97274,Épinal,48777,France
16189,Married,Female,30000,0,Partial College,Clerical,No,1,1-2 Miles,Europe,27,No,71.30167,-119.59068,Auldearn,KQ80 9ZK,United Kingdom
16188,Single,Female,20000,0,Partial High School,Manual,No,2,1-2 Miles,Europe,26,No,-55.23421,-84.33198,Ingelheim,64566,Germany
16187,Single,Male,20000,0,Partial High School,Manual,No,2,1-2 Miles,Europe,26,No,10.401,76.73848,Hamburg,78688,Germany
16186,Single,Female,30000,0,Partial College,Clerical,Yes,1,2-5 Miles,Europe,32,No,-39.03708,172.77245,Saint-Brieuc,49634,France
16059,Married,Male,20000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,68,No,19.72989,-142.88072,Sherborne,VV6N 3AD,United Kingdom
16058,Married,Female,10000,0,Partial College,Manual,Yes,1,0-1 Miles,Europe,52,No,23.46189,-6.37282,Bernburg,10085,Germany
16057,Married,Female,10000,0,Partial College,Manual,Yes,1,1-2 Miles,Europe,50,No,-8.58143,-146.71852,Orléans,15009,France
16056,Married,Female,10000,0,Partial College,Manual,Yes,1,0-1 Miles,Europe,51,No,-29.73714,-90.13279,Le Petit-Quevilly,8996,France
16055,Married,Male,10000,0,Partial College,Manual,Yes,0,1-2 Miles,Europe,50,No,-72.49943,13.5143,Mérignac,45010,France
16053,Married,Male,20000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,50,Yes,37.67245,154.08207,Ingelheim,92561,Germany
16050,Married,Male,10000,0,Partial College,Manual,Yes,0,0-1 Miles,Europe,49,No,33.97757,173.22486,Duisburg,46531,Germany
16049,Married,Female,10000,0,Partial College,Manual,Yes,0,0-1 Miles,Europe,49,No,31.56374,85.4359,Hamburg,5702,Germany
16048,Single,Female,10000,0,Partial College,Manual,Yes,0,0-1 Miles,Europe,49,No,-80.23686,115.70259,Kassel,76520,Germany
16047,Married,Female,10000,0,Partial College,Manual,Yes,0,0-1 Miles,Europe,49,No,-60.63024,163.12147,Cagnes-sur-Mer,75203,France
16044,Married,Female,10000,0,Bachelors,Manual,Yes,0,0-1 Miles,Europe,48,No,-13.275,-63.71876,Hofheim am Taunus,80326,Germany
16043,Single,Male,10000,0,Bachelors,Manual,Yes,0,0-1 Miles,Europe,48,No,25.78446,164.45635,Bastia,64235,France
16042,Single,Male,20000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,70,No,-10.39117,34.14018,Bergen,92266,Germany
16041,Single,Male,20000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,45,No,-60.43173,-88.93421,Berlin,43825,Germany
16040,Married,Male,20000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,44,No,22.43426,89.88945,Rothesay,CB46 6FV,United Kingdom
16039,Married,Male,10000,0,Bachelors,Manual,Yes,0,0-1 Miles,Europe,45,No,86.87665,-82.92249,Bremen,19672,Germany
16038,Married,Male,10000,0,Bachelors,Manual,Yes,0,0-1 Miles,Europe,45,No,-49.1316,0.84874,Cherbourg-Octeville,91285,France
16037,Married,Female,10000,0,Bachelors,Manual,Yes,0,0-1 Miles,Europe,45,No,-11.07786,-9.12039,Ross-on-Wye,EA9 0AN,United Kingdom
16036,Married,Female,10000,0,Bachelors,Manual,Yes,0,0-1 Miles,Europe,44,No,10.08735,131.25978,Vannes,91380,France
16035,Married,Male,20000,0,Graduate Degree,Manual,Yes,0,0-1 Miles,Europe,44,No,-28.97033,86.55776,Delitzsch,63583,Germany
16034,Married,Female,10000,0,Graduate Degree,Manual,Yes,0,0-1 Miles,Europe,43,No,-81.97732,-120.25715,Welshpool,JF04 2NT,United Kingdom
15930,Married,Female,100000,3,High School,Professional,Yes,4,10+ Miles,Europe,51,No,85.91209,133.16726,Truro,X6 8YY,United Kingdom
15921,Single,Male,100000,3,Partial College,Professional,Yes,4,5-10 Miles,Europe,48,Yes,-36.26191,-106.09373,Konstanz,68383,Germany
15920,Single,Male,100000,3,Partial College,Professional,Yes,4,5-10 Miles,Europe,49,Yes,19.05334,61.25775,Waiblingen,95637,Germany
15919,Married,Female,130000,4,Partial College,Professional,Yes,1,0-1 Miles,Europe,48,No,-26.92498,-128.68652,Hertford,W02 4WK,United Kingdom
15714,Single,Female,80000,0,Partial High School,Skilled Manual,Yes,2,10+ Miles,Europe,59,No,-63.47346,-162.92212,Burntisland,K80 1SH,United Kingdom
15713,Married,Female,130000,5,Partial High School,Professional,Yes,4,10+ Miles,Europe,58,No,-85.80124,77.836,Carcassonne,9499,France
15712,Married,Female,130000,5,High School,Management,Yes,4,0-1 Miles,Europe,57,No,-51.64233,-112.34831,Tain,W60 8XZ,United Kingdom
15709,Married,Female,70000,1,Partial High School,Skilled Manual,Yes,3,10+ Miles,Europe,58,No,-89.69451,-179.7809,Stockton-on-Tees,V53 1YO,United Kingdom
15708,Married,Female,120000,5,High School,Management,Yes,3,10+ Miles,Europe,57,No,73.76468,-171.40656,Frankfurt,70093,Germany
15707,Married,Female,120000,5,Partial College,Management,Yes,3,10+ Miles,Europe,57,No,17.3387,74.86094,Matlock,Y96 2UE,United Kingdom
15706,Married,Female,90000,1,High School,Management,Yes,3,10+ Miles,Europe,56,No,81.66826,30.28548,Saumur,98492,France
15705,Married,Male,100000,4,Partial College,Management,Yes,4,10+ Miles,Europe,56,No,4.89841,98.67742,Wilhelmshaven,64870,Germany
15704,Single,Male,90000,1,High School,Professional,Yes,3,10+ Miles,Europe,55,No,-39.45708,-37.14014,Carcassonne,67004,France
15703,Married,Female,80000,2,High School,Professional,Yes,2,10+ Miles,Europe,55,No,-9.8036,-82.09185,Milford Haven,EK1L 2AB,United Kingdom
15702,Married,Female,130000,5,High School,Professional,Yes,3,0-1 Miles,Europe,54,Yes,45.29496,31.5701,Potsdam,7268,Germany
15701,Married,Female,130000,5,Partial College,Professional,No,3,10+ Miles,Europe,54,No,-89.99517,-55.95104,Lerwick,W4M 1DX,United Kingdom
15698,Single,Female,120000,5,Bachelors,Management,Yes,3,10+ Miles,Europe,53,No,-52.37487,96.36739,Hamburg,27754,Germany
15696,Married,Male,100000,4,Bachelors,Management,Yes,3,10+ Miles,Europe,53,No,41.42767,90.54673,Llanidloes,D31 8FH,United Kingdom
15694,Married,Female,80000,2,Partial College,Professional,Yes,2,2-5 Miles,Europe,53,No,-73.43002,49.9637,St. Andrews,X99 3MH,United Kingdom
15690,Single,Male,160000,4,Bachelors,Management,No,4,0-1 Miles,Europe,60,No,-47.27386,-133.87674,Cherbourg-Octeville,31229,France
15689,Single,Female,90000,0,Partial College,Professional,No,2,10+ Miles,Europe,61,No,59.21985,116.76038,Celle,76542,Germany
15688,Married,Male,70000,1,High School,Professional,Yes,2,2-5 Miles,Europe,61,Yes,81.55861,-125.44526,La Rochelle,85952,France
15687,Married,Male,70000,1,High School,Professional,Yes,2,10+ Miles,Europe,61,Yes,89.54526,-142.62159,Rathenow,10340,Germany
15686,Married,Male,130000,4,Bachelors,Management,Yes,4,0-1 Miles,Europe,62,No,60.55222,44.86936,Brest,24013,France
15684,Single,Male,90000,0,Partial College,Professional,No,2,2-5 Miles,Europe,62,Yes,-19.92537,9.48819,Dieppe,65067,France
15683,Single,Female,90000,0,Partial College,Professional,No,2,10+ Miles,Europe,62,No,-61.16922,-175.81921,Alloa,K84 2WB,United Kingdom
15682,Single,Female,80000,0,Bachelors,Management,Yes,2,10+ Miles,Europe,62,No,-25.20813,-157.4718,Marcq-en-Baroeul,81709,France
15681,Married,Female,80000,2,Partial College,Professional,Yes,1,10+ Miles,Europe,52,No,49.66448,85.42376,Fishguard,QF3 9VC,United Kingdom
15680,Married,Female,10000,0,High School,Manual,No,2,0-1 Miles,Europe,55,No,-87.81122,-42.15982,Salisbury,Y69 5OF,United Kingdom
15679,Married,Male,10000,0,Partial College,Manual,No,2,0-1 Miles,Europe,54,No,10.88286,-115.62441,Denbigh,C6 1GH,United Kingdom
15676,Single,Male,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,37,Yes,-50.15586,-72.58862,Wismar,37496,Germany
15673,Single,Male,20000,0,Partial College,Manual,No,1,0-1 Miles,Europe,37,No,51.18699,85.66741,Berlin,51789,Germany
15671,Single,Male,20000,0,Partial College,Manual,No,1,0-1 Miles,Europe,37,No,43.9306,74.62676,Berlin,46853,Germany
15670,Married,Male,20000,0,Partial College,Manual,No,1,1-2 Miles,Europe,37,No,-32.89862,-47.91895,Hamburg,54891,Germany
15664,Single,Female,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,47,Yes,45.90604,-133.71554,Neuwied,38677,Germany
15663,Married,Female,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,47,Yes,-12.82759,-46.6957,Jedburgh,W1 4JU,United Kingdom
15662,Married,Female,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,46,Yes,79.86561,-157.78928,Lehrte,17262,Germany
15660,Married,Female,20000,0,Partial College,Manual,Yes,1,0-1 Miles,Europe,47,Yes,-21.26047,-97.92976,G?ppingen,71515,Germany
15658,Single,Female,10000,1,High School,Manual,No,1,2-5 Miles,Europe,47,No,61.37279,-24.65191,Lerwick,VB0 1NB,United Kingdom
15653,Single,Male,30000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,45,Yes,-77.81173,154.24178,Bremen,45786,Germany
15650,Single,Male,20000,1,Partial College,Manual,No,0,0-1 Miles,Europe,45,No,36.97919,-119.172,Blairgowrie,N6 6MZ,United Kingdom
15636,Single,Male,40000,2,Partial College,Clerical,Yes,1,1-2 Miles,Europe,36,No,24.15893,-61.23767,Felixstowe,KS5E 0AV,United Kingdom
15635,Single,Female,30000,0,High School,Manual,No,1,2-5 Miles,Europe,35,No,-21.06405,-11.98902,Bitterfeld-Wolfen,98568,Germany
15634,Single,Male,30000,0,High School,Manual,No,1,2-5 Miles,Europe,35,No,-57.64226,-137.74395,Ferness,Q11 1PK,United Kingdom
15633,Single,Female,20000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,35,No,-2.26114,20.68089,Durness,O32 9CJ,United Kingdom
15629,Single,Female,10000,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,35,No,-8.04697,154.79465,La Rochelle,19238,France
15628,Married,Female,40000,0,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,90,No,-85.78655,-108.91332,Sutton,V1V 3CX,United Kingdom
15621,Single,Female,50000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,Europe,33,Yes,30.6431,178.92857,Saint-Lô,31316,France
15618,Married,Male,40000,1,Bachelors,Skilled Manual,Yes,1,1-2 Miles,Europe,33,No,9.89763,74.25737,Stockport,W5M 2ZE,United Kingdom
15617,Single,Female,30000,0,High School,Manual,No,1,2-5 Miles,Europe,33,No,-57.14011,-132.12669,Albi,39575,France
15616,Single,Female,30000,0,High School,Manual,No,1,1-2 Miles,Europe,33,No,-54.33842,100.14539,Grasse,3832,France
15615,Single,Female,30000,0,High School,Manual,No,1,2-5 Miles,Europe,33,No,65.33746,-81.44711,G?rlitz,93524,Germany
15613,Single,Female,30000,0,High School,Manual,No,1,1-2 Miles,Europe,28,No,73.04377,83.70762,Stornaway,QV7 2QU,United Kingdom
15612,Single,Male,30000,0,High School,Manual,No,1,1-2 Miles,Europe,28,No,-70.68666,-155.30752,Brecon,BW22 9MM,United Kingdom
15611,Single,Female,30000,0,High School,Manual,Yes,1,2-5 Miles,Europe,28,No,45.39174,28.78451,Rennes,55941,France
15610,Single,Female,30000,0,Partial College,Clerical,No,1,2-5 Miles,Europe,26,No,57.74931,45.54249,Baltasound,A5C 8NJ,United Kingdom
15609,Single,Male,20000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,26,No,-89.45857,-144.75951,Aurillac,71129,France
15608,Single,Female,30000,0,Partial College,Clerical,No,1,2-5 Miles,Europe,33,No,51.76017,79.1164,Friedberg,33632,Germany
15463,Single,Male,10000,0,Partial College,Manual,Yes,1,1-2 Miles,Europe,62,Yes,34.71342,-32.76836,Schwedt,17721,Germany
15461,Married,Male,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,64,No,10.94447,-115.92066,Berlin,52745,Germany
15459,Married,Female,20000,0,Partial College,Manual,Yes,0,0-1 Miles,Europe,64,No,-13.51134,146.56021,Schwerin,14774,Germany
15458,Married,Female,20000,0,Partial College,Manual,Yes,0,0-1 Miles,Europe,64,No,-78.40266,-115.37468,Llandrindod Wells,TA5 7WC,United Kingdom
15457,Married,Female,20000,0,Partial College,Manual,Yes,0,0-1 Miles,Europe,65,Yes,-29.84283,-174.65483,Anglet,59363,France
15452,Married,Female,10000,0,Bachelors,Manual,Yes,0,0-1 Miles,Europe,48,No,-41.72121,-135.12547,Istres,22991,France
15450,Married,Male,10000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,70,No,-34.32606,99.91053,Romford,LY6P 4MV,United Kingdom
15449,Married,Male,30000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,71,No,46.73517,82.04676,Llangollen,SW68 0DN,United Kingdom
15448,Married,Male,20000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,45,No,73.91631,-81.18967,Zeitz,3944,Germany
15447,Married,Female,20000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,45,No,56.71981,-121.75836,Esslingen,93325,Germany
15446,Single,Male,20000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,45,No,-51.33903,-110.32363,Bremerhaven,38317,Germany
15445,Married,Male,20000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,43,No,-18.44126,-61.71717,Limbach-Oberfrohna,30252,Germany
15444,Married,Male,20000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,44,No,0.80479,102.92824,Saint-Lô,6714,France
15443,Married,Male,10000,0,Graduate Degree,Manual,Yes,0,0-1 Miles,Europe,44,No,5.84407,-13.76013,Chichester,E7W 3IF,United Kingdom
15442,Married,Male,10000,0,Graduate Degree,Manual,Yes,0,0-1 Miles,Europe,44,No,49.12259,-134.33567,Lochranza,B3P 9FF,United Kingdom
15441,Married,Female,10000,0,Graduate Degree,Manual,Yes,0,0-1 Miles,Europe,40,No,56.02586,138.12428,Waren,91102,Germany
15356,Married,Female,120000,4,Partial High School,Professional,Yes,4,10+ Miles,Europe,51,No,33.96361,-119.26205,G?strow,72705,Germany
15355,Married,Female,100000,3,Partial College,Professional,Yes,4,2-5 Miles,Europe,50,No,-54.12307,89.566,Mérignac,87380,France
15353,Single,Female,160000,3,Partial College,Professional,No,4,0-1 Miles,Europe,48,No,46.87779,-87.16952,Drancy,93277,France
15352,Single,Male,130000,3,Bachelors,Management,No,4,0-1 Miles,Europe,48,No,40.87154,-72.50973,Bastia,39093,France
15119,Married,Male,120000,5,Partial High School,Professional,Yes,4,10+ Miles,Europe,59,No,-38.82625,164.47482,Bad Kreuznach,35002,Germany
15115,Single,Male,90000,1,High School,Management,Yes,3,10+ Miles,Europe,56,No,-78.99013,114.17318,Châteauroux,78114,France
15113,Married,Male,80000,2,High School,Professional,Yes,2,10+ Miles,Europe,55,No,22.51942,154.54378,Wilhelmshaven,54623,Germany
15112,Married,Female,80000,1,High School,Professional,Yes,3,2-5 Miles,Europe,54,No,5.47432,79.18552,Neustadt,43784,Germany
15110,Married,Female,100000,4,Partial College,Professional,Yes,4,2-5 Miles,Europe,54,No,19.12915,130.90881,Salon-de-Provence,53205,France
15109,Married,Female,80000,1,High School,Professional,Yes,2,10+ Miles,Europe,54,No,87.57237,39.84601,Lehrte,66975,Germany
15108,Married,Female,130000,5,Partial College,Professional,Yes,2,0-1 Miles,Europe,53,No,78.0356,16.91782,Bègles,44903,France
15107,Married,Male,90000,2,Partial College,Professional,Yes,2,2-5 Miles,Europe,53,No,33.93532,-77.79176,Koblenz,41667,Germany
15105,Married,Female,100000,4,High School,Professional,Yes,3,10+ Miles,Europe,52,No,-13.80429,-143.28912,Radebeul,52803,Germany
15104,Married,Female,80000,2,Partial College,Professional,Yes,2,2-5 Miles,Europe,53,No,70.90581,-124.53638,Boston,WB69 4ST,United Kingdom
15103,Married,Male,80000,2,Partial College,Professional,Yes,2,10+ Miles,Europe,53,No,56.34633,-22.98956,Rennes,72293,France
15102,Married,Male,130000,4,Partial College,Professional,Yes,4,0-1 Miles,Europe,60,No,-61.13838,-173.06314,Cherbourg-Octeville,53678,France
15100,Married,Female,110000,4,Bachelors,Management,No,4,5-10 Miles,Europe,59,Yes,-6.74903,109.77723,Milnathort,O47 0XY,United Kingdom
15099,Single,Male,80000,0,Partial College,Professional,Yes,2,10+ Miles,Europe,60,No,7.27186,-38.28674,Milnathort,A49 7FI,United Kingdom
15098,Single,Female,80000,0,Partial College,Professional,No,2,10+ Miles,Europe,60,No,-84.33021,147.49522,Beauvais,75008,France
15096,Married,Male,80000,0,Bachelors,Management,Yes,2,10+ Miles,Europe,61,No,39.35036,-23.57457,Hildesheim,77666,Germany
15095,Married,Female,70000,1,High School,Professional,No,2,2-5 Miles,Europe,61,Yes,-80.54552,-68.68383,Alva,FZ0 6WU,United Kingdom
15092,Married,Male,80000,2,Partial College,Professional,Yes,1,2-5 Miles,Europe,52,No,58.22206,43.73576,Zweibr?cken,68005,Germany
15091,Married,Male,20000,1,Partial College,Manual,Yes,0,2-5 Miles,Europe,38,No,-59.9787,-154.83386,Wei?enfels,59590,Germany
15090,Single,Male,10000,1,High School,Manual,Yes,2,0-1 Miles,Europe,53,No,25.13155,59.5354,Southampton,P69 5ZM,United Kingdom
15078,Single,Male,30000,0,Bachelors,Clerical,No,0,1-2 Miles,Europe,37,Yes,-48.95985,119.09405,Brest,32699,France
15076,Married,Female,20000,0,Partial College,Manual,No,1,1-2 Miles,Europe,37,No,55.55516,-140.84304,Kettering,XM31 4YM,United Kingdom
15075,Married,Female,10000,0,Bachelors,Clerical,No,2,0-1 Miles,Europe,86,No,-64.39298,-7.34064,Glenrothes,ZL4 0WW,United Kingdom
15074,Married,Female,10000,0,Bachelors,Clerical,No,2,0-1 Miles,Europe,86,No,-48.63405,-104.26865,Brodick,KL4 7KI,United Kingdom
15069,Single,Male,20000,0,Partial College,Manual,Yes,1,2-5 Miles,Europe,36,No,-37.41484,42.81911,Bernau,65126,Germany
15068,Single,Female,20000,0,Partial College,Manual,No,1,2-5 Miles,Europe,36,No,-23.38004,-159.20178,Brora,IV3J 8UJ,United Kingdom
15066,Married,Female,10000,1,High School,Manual,Yes,1,5-10 Miles,Europe,36,No,62.84111,-63.40613,Vichy,18950,France
15065,Single,Male,10000,1,High School,Manual,No,1,2-5 Miles,Europe,36,No,-27.23411,-160.98825,Stendal,69071,Germany
15060,Single,Male,20000,0,Partial College,Manual,Yes,1,2-5 Miles,Europe,47,No,80.55736,-17.3842,Blaenau Ffestiniog,G6 0CG,United Kingdom
15057,Single,Female,20000,0,Partial College,Manual,Yes,1,2-5 Miles,Europe,47,No,84.48203,132.2557,Ludwigsfelde,71815,Germany
15055,Married,Male,20000,0,Partial College,Manual,Yes,1,2-5 Miles,Europe,47,Yes,-68.67524,153.61973,Abbeville,83339,France
15053,Single,Male,10000,1,High School,Manual,No,1,2-5 Miles,Europe,47,No,43.28711,140.97969,Illkirch-Graffenstaden,21859,France
15052,Married,Female,20000,1,Partial College,Manual,Yes,0,2-5 Miles,Europe,46,No,33.52794,-140.72809,Périgueux,78348,France
15051,Single,Male,20000,1,Partial College,Manual,No,0,1-2 Miles,Europe,46,Yes,-65.30631,-55.06957,Berlin,82359,Germany
15049,Single,Male,10000,1,High School,Manual,No,1,1-2 Miles,Europe,46,No,-58.58501,106.55848,Talence,79787,France
15045,Married,Female,20000,0,Partial College,Manual,Yes,0,0-1 Miles,Europe,63,No,4.04288,-170.4677,Hamburg,80848,Germany
15001,Single,Female,10000,0,Partial High School,Manual,No,2,1-2 Miles,Europe,33,No,-73.32153,-153.15242,Baunatal,74394,Germany
15000,Single,Female,10000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,33,No,-23.63069,1.7988,Bastia,74257,France
14999,Single,Female,10000,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,33,No,67.23803,5.40591,Greenlaw,YI6Y 8WA,United Kingdom
14996,Single,Male,30000,0,Partial College,Clerical,No,1,0-1 Miles,Europe,31,No,-54.94703,-80.57803,Sheffield,NA99 2IL,United Kingdom
14994,Single,Male,20000,0,Partial High School,Manual,No,1,2-5 Miles,Europe,30,No,68.05299,-40.53631,Montigny-lès-Metz,8902,France
14993,Single,Male,20000,0,Partial High School,Manual,Yes,1,2-5 Miles,Europe,31,No,51.12041,39.72595,Fréjus,12068,France
14992,Married,Male,20000,0,Partial High School,Manual,Yes,1,5-10 Miles,Europe,94,No,-39.11135,-100.67917,Montgomery,G4 3CW,United Kingdom
14991,Single,Male,30000,0,Partial College,Clerical,No,1,0-1 Miles,Europe,30,Yes,-34.03054,-121.71134,Nairn,U99 3NF,United Kingdom
14989,Single,Female,20000,0,High School,Manual,No,1,5-10 Miles,Europe,30,No,68.45806,138.89926,Cuxhaven,61145,Germany
14988,Married,Female,10000,0,Partial High School,Manual,Yes,2,0-1 Miles,Europe,31,No,-38.48357,-24.17028,Lille,51786,France
14987,Single,Female,20000,0,High School,Manual,No,1,5-10 Miles,Europe,29,No,-39.98532,-99.95634,Cherbourg-Octeville,86519,France
14986,Married,Male,20000,0,High School,Manual,No,1,2-5 Miles,Europe,30,No,6.59773,-98.40129,Périgueux,82561,France
14985,Single,Female,20000,0,High School,Manual,No,1,2-5 Miles,Europe,29,No,-70.06373,-52.94745,Neustadt am R?benberge,71260,Germany
14983,Single,Male,30000,4,Partial College,Clerical,Yes,3,0-1 Miles,Europe,28,No,-10.90167,21.0346,Le Petit-Quevilly,76685,France
14982,Married,Female,30000,4,Partial College,Clerical,No,3,0-1 Miles,Europe,28,No,-27.87994,-30.29642,Hoyerswerda,94565,Germany
14981,Single,Female,30000,4,Partial College,Clerical,Yes,3,0-1 Miles,Europe,28,No,-89.3726,-163.4158,Berlin,9516,Germany
14980,Single,Female,30000,4,Partial College,Clerical,Yes,2,0-1 Miles,Europe,28,No,13.16386,145.60309,Lunel,56496,France
14977,Single,Female,30000,3,Partial College,Clerical,Yes,2,0-1 Miles,Europe,28,No,33.17367,29.3533,Duns,AX6 4GT,United Kingdom
14974,Single,Male,30000,3,Partial College,Clerical,Yes,2,0-1 Miles,Europe,27,No,-0.04403,-38.3955,Barnstaple,F8 7QN,United Kingdom
14973,Single,Female,30000,3,Partial College,Clerical,Yes,1,0-1 Miles,Europe,27,No,-63.81764,-147.07919,Zittau,96836,Germany
14972,Single,Female,30000,3,Partial College,Clerical,Yes,1,0-1 Miles,Europe,27,No,-26.81719,120.42545,Ahrensburg,87443,Germany
